annee;diplome;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_ETAB;cle_DISC
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;52;54;23;90;81;64;84;1400;21800;24;9.6;1820;48;65;53;1490;2160;Tours - François Rabelais_30;disc10_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;7;86;3;ns;ns;ns;ns;ns;;24;9.6;1820;ns;ns;ns;1490;2160;Tours - François Rabelais_18;disc11_18
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;7;86;3;ns;ns;ns;ns;ns;;24;9.6;1820;ns;ns;ns;1490;2160;Tours - François Rabelais_30;disc11_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;5;50;2;ns;ns;ns;ns;ns;;24;9.6;1820;ns;ns;ns;1490;2160;Tours - François Rabelais_30;disc17_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;27;63;6;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_18;disc03_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;5;64;1;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc05_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;2;60;0;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_18;disc06_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;17;58;4;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc10_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;30;68;6;84;ns;ns;ns;ns;;14;8.9;1830;ns;ns;68;1780;2200;Grenoble Alpes_18;disc11_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;30;68;6;87;ns;ns;ns;ns;;14;8.9;1830;ns;ns;68;1780;2200;Grenoble Alpes_30;disc11_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;24;52;4;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_18;disc13_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;24;52;4;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc13_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;17;90;3;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc14_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;174;74;31;96;96;88;99;1760;27500;14;8.9;1830;14;20;15;1780;2200;Grenoble Alpes_30;disc15_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;94;73;17;90;85;69;96;1540;24000;14;8.9;1830;25;28;24;1780;2200;Grenoble Alpes_18;disc16_18
2013;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;102;78;49;94;47;74;97;1490;23300;14;8.9;1830;6;7;56;1780;2200;Saint-Etienne - Jean Monnet_18;disc01_18
2013;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;102;78;49;94;78;85;98;1560;24300;14;8.9;1830;8;7;56;1780;2200;Saint-Etienne - Jean Monnet_30;disc01_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;142;76;55;92;41;81;96;1630;25500;21;11.4;1840;14;29;64;1430;2210;Nice - Sophia-Antipolis_30;disc01_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;85;74;32;90;52;77;99;1760;27500;21;11.4;1840;20;21;51;1430;2210;Nice - Sophia-Antipolis_18;disc04_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;17;86;6;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc07_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;105;84;36;86;89;64;98;1600;25000;21;11.4;1840;22;41;25;1430;2210;Nice - Sophia-Antipolis_18;disc12_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;24;77;9;ns;ns;ns;ns;ns;;21;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc15_18
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;49;87;17;81;91;72;97;ns;;21;11.4;1840;42;38;8;1430;2210;Nice - Sophia-Antipolis_18;disc16_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;136;64;31;89;44;64;91;1520;23700;19;11.4;1840;9;22;69;1430;2210;Aix-Marseille_18;disc01_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;105;66;24;85;45;72;97;1540;24100;19;11.4;1840;10;20;70;1430;2210;Aix-Marseille_30;disc04_30
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;43;73;9;85;69;61;95;1510;23500;19;11.4;1840;12;48;51;1430;2210;Aix-Marseille_18;disc11_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;162;78;31;93;86;68;96;1660;25900;19;11.4;1840;10;26;9;1430;2210;Aix-Marseille_18;disc15_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;111;75;37;92;48;53;95;1480;23100;40;10.2;1770;3;37;65;1440;2090;Caen - Basse-Normandie_18;disc01_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;4;67;1;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_30;disc02_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;13;80;4;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_18;disc05_18
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;12;78;4;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_30;disc07_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;1;50;0;ns;ns;ns;ns;nd;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_30;disc10_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;182;76;59;95;86;78;96;1600;25000;40;10.2;1770;11;39;31;1440;2090;Caen - Basse-Normandie_30;disc12_30
2013;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;3;83;1;ns;ns;ns;ns;ns;;40;10.2;1770;ns;ns;ns;1440;2090;Caen - Basse-Normandie_30;disc14_30
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;20;87;10;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_30;disc07_30
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;5;88;2;ns;ns;ns;ns;ns;;29;9.6;1730;ns;ns;ns;1390;2040;La Rochelle_30;disc10_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;97;75;28;92;58;82;95;1580;24700;25;9.1;1780;5;34;61;1400;2090;Besançon - Franche-Comté_30;disc01_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;1;67;0;ns;nd;ns;ns;nd;;25;9.1;1780;nd;ns;ns;1400;2090;Besançon - Franche-Comté_30;disc02_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;78;75;23;92;67;81;96;1560;24300;25;9.1;1780;3;37;56;1400;2090;Besançon - Franche-Comté_30;disc04_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;10;81;3;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_30;disc05_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;13;94;3;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_18;disc06_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;41;74;12;98;ns;65;72;ns;;25;9.1;1780;ns;41;85;1400;2090;Besançon - Franche-Comté_30;disc07_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;20;66;6;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_30;disc10_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;21;83;6;ns;ns;ns;ns;ns;;25;9.1;1780;ns;ns;ns;1400;2090;Besançon - Franche-Comté_30;disc11_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;210;81;56;90;78;79;95;1630;25400;25;9.1;1780;10;48;33;1400;2090;Besançon - Franche-Comté_30;disc12_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;39;85;10;81;ns;64;94;ns;;25;9.1;1780;ns;57;48;1400;2090;Besançon - Franche-Comté_18;disc13_18
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;121;82;33;88;79;86;96;1710;26600;25;9.1;1780;9;45;29;1400;2090;Besançon - Franche-Comté_30;disc15_30
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;32;78;9;94;ns;67;97;ns;;25;9.1;1780;ns;56;6;1400;2090;Besançon - Franche-Comté_30;disc16_30
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;86;72;20;93;52;86;91;1600;25000;18;8.8;1730;15;47;54;1390;2050;Brest - Bretagne occidentale_30;disc05_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;8;100;9;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_18;disc04_18
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;8;100;9;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc04_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;24;78;25;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc07_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;11;85;14;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc13_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;15;46;22;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc14_30
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;1;75;1;ns;ns;ns;ns;ns;;29;11.9;1730;ns;ns;ns;1350;2060;Nîmes_30;disc15_30
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;21;94;13;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_30;disc07_30
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;9;91;5;ns;ns;ns;ns;ns;;27;11.9;1820;ns;ns;ns;1460;2150;Toulouse 1 - Capitole_30;disc11_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;33;61;29;88;ns;ns;ns;ns;;26;11.9;1820;ns;ns;69;1460;2150;Toulouse - Jean Jaures_30;disc01_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;46;73;35;98;76;79;100;1600;25000;26;11.9;1820;4;18;4;1460;2150;Toulouse - Jean Jaures_18;disc15_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;95;73;18;88;38;73;96;1520;23700;25;11.9;1820;3;23;48;1460;2150;Toulouse 3 - Paul Sabatier_18;disc04_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;95;73;18;96;40;82;99;1560;24300;25;11.9;1820;3;23;48;1460;2150;Toulouse 3 - Paul Sabatier_30;disc04_30
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;4;71;1;ns;ns;ns;ns;ns;;25;11.9;1820;ns;ns;ns;1460;2150;Toulouse 3 - Paul Sabatier_18;disc11_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;272;78;49;88;93;66;100;1590;24800;25;11.9;1820;2;39;14;1460;2150;Toulouse 3 - Paul Sabatier_18;disc15_18
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;272;78;49;93;93;79;100;1670;26000;25;11.9;1820;5;39;14;1460;2150;Toulouse 3 - Paul Sabatier_30;disc15_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;18;96;23;ns;ns;ns;ns;ns;;26;9.6;1760;ns;ns;ns;1400;2100;Bordeaux - Montaigne_18;disc11_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;261;73;47;87;52;64;97;1410;22000;22;9.6;1760;9;29;60;1400;2100;Bordeaux_18;disc01_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;63;66;12;95;58;75;100;1540;24000;22;9.6;1760;11;8;54;1400;2100;Bordeaux_18;disc03_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;177;75;32;92;52;74;97;1420;22100;22;9.6;1760;13;37;62;1400;2100;Bordeaux_30;disc04_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;24;89;4;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_30;disc07_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;35;85;6;83;ns;ns;ns;ns;;22;9.6;1760;ns;ns;64;1400;2100;Bordeaux_30;disc13_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;28;65;5;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_18;disc16_18
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;28;65;5;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_30;disc16_30
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;26;83;5;ns;ns;ns;ns;ns;;22;9.6;1760;ns;ns;ns;1400;2100;Bordeaux_18;disc17_18
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;17;75;37;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_30;disc07_30
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;10;71;21;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_30;disc11_30
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;15;77;32;ns;ns;ns;ns;ns;;32;11.9;1730;ns;ns;ns;1350;2060;Montpellier 3 - Paul-Valéry_18;disc13_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;57;81;15;86;86;49;96;1400;21800;17;11.9;1730;17;61;73;1350;2060;Montpellier_18;disc14_18
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;139;73;36;95;50;81;96;1550;24200;17;8.8;1730;6;28;61;1390;2050;Rennes 1_30;disc01_30
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;248;79;60;93;88;79;98;1630;25400;17;8.8;1730;10;49;19;1390;2050;Rennes 1_30;disc12_30
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;47;82;11;84;89;62;95;1610;25100;17;8.8;1730;5;65;9;1390;2050;Rennes 1_30;disc14_30
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;100;74;24;95;88;81;98;1670;26000;17;8.8;1730;11;47;14;1390;2050;Rennes 1_30;disc15_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;61;62;25;82;41;61;88;1420;22100;24;9.6;1820;6;44;60;1490;2160;Tours - François Rabelais_18;disc01_18
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;59;58;26;92;77;63;85;1400;21800;24;9.6;1820;42;68;56;1490;2160;Tours - François Rabelais_30;disc07_30
2013;LICENCE PRO;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;123;65;49;89;80;52;94;1500;23400;24;9.6;1820;1;54;48;1490;2160;Tours - François Rabelais_18;disc12_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;3;45;1;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_18;disc02_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;3;45;1;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc02_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;27;63;6;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc03_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;122;58;27;92;81;65;95;1450;22600;14;8.9;1830;2;14;63;1780;2200;Grenoble Alpes_18;disc04_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;2;60;0;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc06_30
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;49;64;10;87;74;61;85;ns;;14;8.9;1830;14;28;72;1780;2200;Grenoble Alpes_18;disc07_18
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;2;63;0;ns;ns;ns;ns;nd;;14;8.9;1830;ns;ns;ns;1780;2200;Grenoble Alpes_30;disc09_30
2013;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;;14;8.9;1830;nd;nd;nd;1780;2200;Saint-Etienne - Jean Monnet_18;disc02_18
2013;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;8;73;4;ns;ns;ns;ns;ns;;14;8.9;1830;ns;ns;ns;1780;2200;Saint-Etienne - Jean Monnet_18;disc14_18
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;255;69;64;96;87;74;97;1620;25200;20;8.8;1760;8;39;24;1430;2070;Nantes_30;disc12_30
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;31;77;8;88;ns;ns;ns;ns;;20;8.8;1760;ns;ns;;1430;2070;Nantes_18;disc16_18
